Jamie Sives
Shirley Henderson
Lisa McKinlay
Julia Davis
Susan Vidler
Robert McIntosh
Lorraine McIntosh
Gordon Brown
Mhairi Morrison
Andrew Townsley
Thomas Jahn
Til Schweiger
Tom Zickler
André Hennicke
Wolfgang Braun
Christoph Ott
Franz Plasa
Gero Steffen
Alexander Berner
Jan Josef Liefers
Thierry van Werveke
Huub Stapel
Leonard Lansink
Ralph Herforth
Cornelia Froboess
Christiane Paul
Hannes Jaenicke
Markus Knüfken
Willi Thomczyk
Tobias Schenke
Jenny Elvers
Hark Bohm
Muriel Baumeister
Auguste Lumière
Louis Lumière
Sönke Wortmann
Gernot Roll
Ueli Christen
Torsten Breuer
Katja Riemann
Rufus Beck
Kai Wiesinger
Monty Arnold
Nico van der Knaap
Antonia Lang
Judith Reinartz
Christof Wackernagel
Martin Armknecht
Steven Soderbergh
George Clayton Johnson
Ted Griffin
Jack Golden Russell
Jerry Weintraub
David Holmes
Philip Messina
Stephen Mirrione
Matt Damon
Casey Affleck
Scott Caan
Carl Reiner
Don Cheadle
Bernie Mac
Eddie Jemison
Denise Di Novi
Shaobo Qin
Caroline Thompson
Dianne Wiest
Alan Arkin
Anthony Michael Hall
Vincent Price
Scott L. Schwartz
Kathy Baker
Robert Oliveri
Conchata Ferrell
Caroline Aaron
Dick Anthony Williams
O-Lan Jones
Susan Blommaert
Linda Perri
John Davidson
Biff Yeager
Colleen Halsey
Richard Halsey
Stefan Czapsky
Winona Ryder
George Nolfi
Catherine Zeta-Jones
Robbie Coltrane
Jeroen Krabbé
Vincent Cassel
Eddie Izzard
Blake Edwards
Martin Jurow
Richard Shepherd
Truman Capote
George Axelrod
Audrey Hepburn
George Peppard
Patricia Neal
Buddy Ebsen
Martin Balsam
Mickey Rooney
Henry Mancini
Philip H. Lathrop
Franz Planer
Howard A. Smith
José Luis de Villalonga
John McGiver
Alan Reed
Dorothy Whitney
Beverly Powers
Stanley Adams
Claude Stroud
Elvia Allman
Elisabeth Shue
Jeffrey Weissman
Casey Siemaszko
Billy Zane
Darlene Vogel
Cherry Jones
Sophie Marceau
Claude Brasseur
Brigitte Fossey
Alexandre Sterling
Claude Pinoteau
Alain Poiré
Danièle Thompson
Edmond Séchan
Vladimir Cosma
Jacques Bufnoir
Bertrand de la Fontaine
Françoise Menidrey
Denise Grey
Sheila O'Connor
Dominique Lavanant
Bernard Giraudeau
Jean-Michel Dupuis
Jacques Ardouin
Richard Bohringer
Iain Softley
Kevin Spacey
Mary McCormack
Alfre Woodard
Ajay Naidu
Vincent Laresca
Kimberly Scott
Saul Williams
Peter Gerety
Melanee Murray
Tracey Vilar
Celia Weston
Brian Howe
Tess McCarthy
Natasha Dorfhuber
Lloyd Levin
Robert F. Colesberry
Susan G. Pollock
Charles Leavitt
Gene Brewer
Ed Shearmur
Lewis Milestone
Erich Maria Remarque
Del Andrews
George Abbott
Arthur Edeson
Edgar Adams
Lew Ayres
Arnold Lucy
John Wray
Louis Wolheim
Ben Alexander
Scott Kolk
Owen Davis Jr.
Walter Rogers
William Bakewell
Slim Summerville
Beryl Mercer
Steve Meerson
Peter Krikes
Jane Wyatt
Catherine Hicks
Joe Aubel
Nilo Rodis-Jamero
Peter Landsdown Smith
Leonard Rosenman
Amanda Mackey
Jack T. Collis
Peter E. Berger
Danny Boyle
Andrew Macdonald
Alex Garland
Cillian Murphy
Naomie Harris
Brendan Gleeson
Christopher Eccleston
Dr. Dre
Stephen Hopkins
John Davis
Peter Levy
Ferne Cassel
Bert Lovitt
Danny Glover
Gary Busey
Rubén Blades
Noah Huntley
María Conchita Alonso
Christopher Dunne
Bill Paxton
Emma Hitching
Robert Davi
Alexander Delamere
Kim McGarrity
Megan Burns
Adam Baldwin
Alex Palmer
Bindu De Stoppani
Kent McCord
Jukka Hiltunen
Morton Downey, Jr.
David Schneider
Toby Sedgwick
Calvin Lockhart
Corey Rand
Chris Gill
Mark Tildesley
Lilyan Chauvin
Gail Stevens
Michael Mark Edmondson
David Loughery
David Warner
Laurence Luckinbill
Charles Cooper
Cynthia Gouw
Todd Bryant
George Murdock
Andrew Laszlo
Herman F. Zimmerman
Bill Shepard
David Broekman
Pierre Cosso
Richard Fleischer
Jules Verne
Earl Felton
Kirk Douglas
James Mason
Paul Lukas
Steven-Charles Jaffe
Peter Lorre
Ralph Winter
Robert J. Wilke
Ted de Corsia
Carleton Young
J. M. Kerrigan
Lawrence Konner
Percy Helton
Ted Cooper
Mark Rosenthal
Denny Martin Flinn
Walt Disney
Paul J. Smith
Elmo Williams
Kim Cattrall
Harper Goff
Rosanna DeSoto
Brock Peters
C.O. Slyfield
G.R. Danner
Kurtwood Smith
Hiro Narita
Robert O. Cook
Mickey S. Michaels
Dodie Shepard
Cliff Eidelman
Mary Jo Slater
William Hoy
Ronald Roose
Iman
David Manners
Herbert Bunston
James Wan
Leigh Whannell
Cary Elwes
Ken Leung
Dina Meyer
Mike Butters
Paul Gutrecht
Michael Emerson
Benito Martinez
Shawnee Smith
Makenzie Vega Norfolk
Monica Potter
Ned Bellamy
Alexandra Bokyun Chun
Avner Garbi
Tobin Bell
Mark Burg
Gregg Hoffman
Oren Koules
Charlie Clouser
David A. Armstrong
Kevin Greutert
Amy Lippens
Alan Ball
Scott Bakula
Thora Birch
Louis Bromfield
Robin Williams
Robert Garland
Marilyn Goldin
Carlo Varini
Debra Hill
Lynda Obst
Richard LaGravenese
Rosanna Arquette
Sergio Castellitto
Mercedes Ruehl
Jean Bouise
Michael Jeter
Marc Duret
Griffin Dunne
Andréas Voutsinas
Valentina Vargas
Kimberly Beck
Bruce Guerre-Berthelot
Tommy Lee Jones
Lloyd Bridges
Forest Whitaker
Suzy Amis
Gregory Forstner
Claude Besson
Pen Densham
Olivier Mauffroy
Richard Barton Lewis
John Watson
Nathalie Cheron
Pierre Befve
Marcel Dassault
Renaud
Gérard Viard
Lambert Wilson
Alexandra Gonin
Jean-Philippe Léonard
Jean Leuvrais
Claudia Morin
Daniel Russo
Scott Frank
Jon Cohen
Max von Sydow
Steve Harris
Neal McDonough
Jessica Capshaw
Samantha Morton
Lois Smith
Kathryn Morris
Jan de Bont
Bonnie Curtis
Gerald R. Molen
Walter F. Parkes
Matthew Ferraro
Paul Haslinger
Denise Chamian
Gary Rydstrom
Joseph Kanon
Tobey Maguire
Tony Curran
Leland Orser
Beau Bridges
Fred Savage
Christian Slater
Todd Holland
Sydney Pollack
Nicole Kidman
Sean Penn
Catherine Keener
Pam Grier
Samuel L. Jackson
Michael Keaton
Bridget Fonda
Michael Bowen
Elmore Leonard
Tim Bevan
Eric Fellner
Anthony Minghella
Darius Khondji
William Steinkamp
Ellen Lewis
Jon Hutman
Jesper Christensen
Yvan Attal
Earl Cameron
George Harris
Michael Wright
Clyde Kusatsu
Eric Keenleyside
Hugo Speer
Maz Jobrani
Yusuf Gatewood
Curtiss Cook
Byron Utley
Robert Clohessy
Terry Serpico
Stuart McQuarrie
Steven Zaillian
Martin Stellman
Anthony Burgess
Patrick Magee
Adrienne Corri
Stephi Lineburg
Michael Bates
Warren Clarke
James Marcus
Michael Tarn
Carl Duering
Paul Farrell
Miriam Karlin
Caitlin Clarke
Sheila Raynor
Loyd Catlett
Aubrey Morris
Godfrey Quigley
Clive Francis
Ben Kingsley
Stanley Tucci
Wendy Carlos
Rachel Elkind
John Alcott
Bill Butler
James Liggat
John Barry
Richard Connaught
Paul McGuigan
Pauline Taylor
Frank Miller
Robert Rodriguez
Mickey Rourke
Clive Owen
Josh Hartnett
Timo Mugele
Marcus Niehaves
Adam Fogerty
Wim Wenders
Anatole Dauman
Peter Handke
Richard Reitinger
Henri Alekan
Jürgen Knieper
Peter Przygodda
Bruno Ganz
Otto Sander
Solveig Dommartin
Curt Bois
Peter Falk
Hans Martin Stier
Beatrice Manowski
Elmar Wilms
Heidi Lüdi
Maria de Medeiros
Julian Richings
Jessica Amlee
Kenya Jo Kennedy
Camille Martinez
Heidi Levitt
Monika Mikkelsen
Shelley Bolton
Katia Stano
Manuel Corrales
Viorel Ghiocel
Patrick Ghislain
Albert Manera
Christian Petzold
Harun Farocki
Florian Koerner von Gustorf
Michael Weber
Stefan Will
Hans Fromm
Bettina Böhler
Julia Hummer
Barbara Auer
Richy Müller
Bilge Bingul
Katharina Schüttler
Günther Maria Halmer
Rogério Jacques
Maria João
Vasco Machado
Noberto Paula
Bernd Tauber
Helene Weigel
Jean-Jacques Annaud
Umberto Eco
Andrew Birkin
Gérard Brach
Howard Franklin
Alain Godard
Jake Eberts
Thomas Schühly
Tonino Delli Colli
Jane Seitz
Aroldo Mogiani
Frank Jahn
Dante Ferretti
Helmut Qualtinger
Elya Baskin
Michael Lonsdale
Volker Prechtel
Feodor Chaliapin Jr.
Ron Perlman
Lucien Bodard
Dwight Weist
Lars Bodin-Jorgensen
Urs Althaus
Michael Habeck
Franco Cristaldi
Alexandre Mnouchkine
David Carson
Peter Lauritson
Bernard Williams
Ronald D. Moore
Brannon Braga
Patrick Stewart
Jonathan Frakes
LeVar Burton
Michael Dorn
Gates McFadden
Marina Sirtis
Alan Ruck
Whoopi Goldberg
Sandy Veneziano
Robert Blackman
Dennis McCarthy
Junie Lowry-Johnson
Ron Surma
Jean-Marc Deschamps
Claudie Ossard
Arne Meerkamp van Embden
Audrey Tautou
Mathieu Kassovitz
Rufus
Jamel Debbouze
Lorella Cravotta
Serge Merlin
Clotilde Mollet
Isabelle Nanty
Dominique Pinon
Artus de Penguern
Yolande Moreau
Urbain Cancelier
Maurice Bénichou
Jean-Pierre Jeunet
Guillaume Laurant
Helmut Breuer
Yann Tiersen
Bruno Delbonnel
Pierre-Jacques Bénichou
Hervé Schneid
Ernst Lubitsch
Aladar Laszlo
Grover Jones
Samson Raphaelson
Miriam  Hopkins
Kay Francis
Herbert Marshall
Charles Ruggles
Edward Everett Horton
C. Aubrey Smith
Louis D. Lighton
Bill Nighy
Tom Hollander
Bruce Hendricks
Mike Stenson
Eric McLeod
Chad Oman
Peter Kohn
Pat Sandston
Kevin McNally
Lauren Maher
Alex Norton
Vanessa Branch
Mary Steenburgen
Matt Clark
Christopher Wynne
Sean Sullivan
Mike Watson
Foster
Freddie
Randall Wallace
Mel Gibson
Catherine McCormack
Patrick McGoohan
Angus Macfadyen
James Robinson
James Cosmo
Sean McGinley
Gerda Stevenson
Mhairi Calvey
Jeanne Marine
Sean Lawlor
Sandy Nelson
Alan Tall
Andrew Weir
Peter Hanly
Stephen Billington
Tommy Flanagan
Rupert Vansittart
Tam White
Ian Bannen
David O'Hara
John Toll
Steven Rosenblum
Patsy Pollock
Thomas E. Sanders
Bruce Davey
Alan Ladd, Jr.
Edwin Justus Mayer
Alexander Korda
Carole Lombard
Jack Benny
Robert Stack
Felix Bressart
Lionel Atwill
Stanley Ridges
Sig Ruman
Melchior Lengyel
Werner R. Heymann
Tom Dugan
Charles Halton
Maude Eburne
Marty Hornstein
James Cromwell
Alice Krige
Matthew F. Leonetti
Ron Wilkinson
Anastasia Emmons
John W. Wheeler
Michael Piller
Anthony Zerbe
Donna Murphy
Gregg Henry
Sanja Milkovic Hays
Ludwig van Beethoven
Stuart Baird
Tom Hardy
Shannon Cochran
Cherie Baker
Donald B. Woodruff
Ronald R. Reiss
Bob Ringwood
Cathy Sandrich Gelfond
Dallas Puett
Vivica A. Fox
Michael Parks
Shin'ichi Chiba
Chiaki Kuriyama
Julie Dreyfus
Jun Kunimura
Kazuki Kitamura
Akaji Maro
Lawrence Bender
Bruce Boxleitner
Cindy Morgan
Barnard Hughes
Dan Shor
Marcia Lucas
E. Lee Perry
Jonathan T. Taplin
Mardik Martin
David Proval
Amy Robinson
Richard Romanus
Cesare Danova
Henri-Georges Clouzot
Georges Arnaud
Victor Argo
Jérôme Géronimi
George Memmoli
Lenny Scaletta
Yves Montand
Charles Vanel
Peter van Eyck
Folco Lulli
Véra Clouzot
Antonio Centa
Luis De Lima
Jo Dest
Jeannie Bell
William Tubbs
Raymond Borderie
Georges Auric
Armand Thirard
Madeleine Gug
Etiennette Muse
Henri Rust
Kent L. Wakeford
Eric Clapton
Sidney Levin
Terry George
Keir Pearson
Izidore Codron
Rupert Gregson-Williams
Robert Fraisse
Naomi Geraghty
Sophie Okonedo
Ofentse Modiselle
Mathabo Pieterson
Neil McCarthy
Desmond Dube
Hakeem Kae-Kazim
Tony Kgoroge
Fana Mokoena
Lebo Mashile
Leleti Khumalo
Kgomotso Seitshohlo
Lerato Mokgotho
Mosa Kaiser
Lennox Mathabathe
Mothusi Magano
Noxolo Maqashalala
Mirriam Ngomani
Cara Seymour
Mduduzi Mabaso
Simo Mogwaza
Harriet Lenabe
A. Kitman Ho
Martin Russell
Moonyeenn Lee
Richard Pagano
Johnny Breedt
Tony Burrough
Ade
Kiefer Sutherland
Alun Armstrong
Nastassja Kinski
Mario Andreacchio
Chris Rock
John Goldsmith
Pierre-François Limbosch
Shaheen Baig
Alfred Hitchcock
Ernest Lehman
Cary Grant
Eva Marie Saint
Jessie Royce Landis
Martin Landau
Leo G. Carroll
Josephine Hutchinson
Philip Ober
Adam Williams
Edward Platt
Robert Ellenstein
Les Tremayne
Philip Coolidge
Patrick McVey
Edward Binns
Ken Lynch
Herbert Coleman
Robert Burks
George Tomasini
Leonard Murphy
Robert F. Boyle
Van Allen James
Sol Gorss
Bud McNeil
Bill Shaw
Frank Capra
Jack L. Warner
Joseph Kesselring
Julius J. Epstein
Philip G. Epstein
Josephine Hull
Jean Adair
Raymond Massey
Priscilla Lane
John Alexander
Jack Carson
John Ridgely
Edward McNamara
Darren Lynn Bousman
Kim Roberts
Bahar Soomekh
Stephanie Gorin
David Hackl
Donnie Wahlberg
Erik Knudsen
Franky G
Glenn Plummer
Emmanuelle Vaugier
Beverley Mitchell
Tim Burd
Lyriq Bent
Mark Gingras
Jeff Nathanson
Peter Weir
Tom Schulman
Robert Sean Leonard
Gale Hansen
Josh Charles
Dylan Kussman
Allelon Ruggiero
James Waterston
Norman Lloyd
Carla Belver
Leon Pownall
George Martin
John Seale
Maurice Jarre
William M. Anderson
Steven Haft
Paul Junger Witt
Tony Thomas
Wendy Stites
James Cameron
William Wisher Jr.
Michael Biehn
Linda Hamilton
Lance Henriksen
Bess Motta
Earl Boen
Rick Rossovich
Brian Thompson
Derek Gibson
John Daly
Brad Fiedel
Adam Greenberg
Stanzi Stokes
Rainer Werner Fassbinder
Brigitte Mira
El Hedi ben Salem
Barbara Valentin
Irm Hermann
Elma Karlowa
Anita Bucher
Gusti Kreissl
Doris Mattes
Margit Symo
Katharina Herberg
Thea Eymèsz
Fritz Müller-Scherz
Lilo Pempeit
Walter Sedlmayr
Karl Scheydt
Peter Gauhe
Carmen Maura
Doreen Lang
Elia Kazan
John Steinbeck
Paul Osborn
James Dean
Julie Harris
Richard Davalos
Jo Van Fleet
Burl Ives
Albert Dekker
Harold Gordon
Nick Dennis
Timothy Carey
Lola Dueñas
Ted D. McCord
Owen Marks
Mushy Callahan
James Basevi
Malcolm C. Bert
Nicholas Ray
David Weisbart
Irving Shulman
Stewart Stern
Natalie Wood
Sal Mineo
Jim Backus
Ann Doran
William H. Ziegler
Ernest Haller
Corey Allen
William Hopper
Rochelle Hudson
Dennis Hopper
Steffi Sidney
Virginia Brissac
Beverly Long
Ian Wolfe
Frank Mazzola
Robert Foulk
Jack Simmons
Nick Adams
Jack Grinnage
Clifford Morris
Marietta Canty
Stanley Jones
Carl Mayer
Edmund Meisel
Robert Baberske
Reimar Kuntze
Laszlo Schäffer
Paul von Hindenburg
Walter Ruttmann
Jacques Mayol
Marc Perrier
Andrzej Wajda
Andrzej Korzyński
Krystyna Janda
Jacek Lomnicki
Michał Tarkowski
Aleksander Ścibor-Rylski
Piotr Cieślak
Krystyna Zachwatowicz
Magda Teresa Wójcik
Zdzisław Kozień
Dorota Stalińska
Kazimierz Kaczor
Ewa Ziętek
Andrzej Grąziewicz
Jerzy Moniak
Marian Opania
Irena Byrska
Wiesława Kosmalska
Franciszek Trzeciak
Andrzej Seweryn
Marek Kondrat
Jerzy Trela
Maja Komorowska
Janusz Zaorski
Wojciech Alaborski
Tatiana Sosna-Sarno
Kimberly Peirce
Andy Bienen
Chloë Sevigny
Brendan Sexton III
Alison Folland
Jeannetta Arnette
Rob Campbell
Matt McGrath
Cheyenne Rushing
Robert Prentiss
Josh Ridgway
Craig Erickson
Stephanie Sechrist
Jerry Haynes
Lou Perryman
Lisa Renee Wilson
Jackson D. Kane
Joseph Gibson
Michael Tripp
Shana McClendon
Libby Villari
Paige Carl Griggs
Gail Cronauer
John Hart
Eva Kolodner
Christine Vachon
Nathan Larson
Jim Denault
Tracy Granger
Lee Percy
Michael Shaw
S.E. Hinton
Kathleen Rowell
Gray Frederickson
Fred Roos
Carmine Coppola
Anne Goursaud
Janet Hirshenson
Dean Tavoularis
Matt Dillon
Ralph Macchio
C. Thomas Howell
Rob Lowe
Emilio Estevez
Glenn Withrow
Diane Lane
Leif Garrett
Darren Dalton
Michelle Meyrink
Gailard Sartain
Tom Waits
Will Smith
Richard Beggs
Jeffrey Sharp
Josef von Sternberg
Heinrich Mann
Walter Klee
Sam Winston
Emil Jannings
Marlene Dietrich
Kurt Gerron
Rosa Valetti
Hans Albers
Carl Zuckmayer
Karl Vollmöller
Robert Liebmann
Reinhold Bernt
Eduard von Winterstein
Hans Roth
Rolf Müller
Roland Varno
Carl Ballhaus
Robert Klein-Lörk
Károly Huszár
Wilhelm Diegelmann
Gerhard Bienert
Ilse Fürstenberg
Hans Schneeberger
Friedrich Hollaender
James Whale
Ted J. Kent
William Hurlbut
Boris Karloff
Colin Clive
Valerie Hobson
Ernest Thesiger
Elsa Lanchester
Gavin Gordon
Douglas Walton
Una O'Connor
E.E. Clive
Lucien Prival
O.P. Heggie
Reginald Barlow
Mary Gordon
Anne Darling
Ted Billings
John J. Mescall
Norman Ainsley
Peter Shaw
Kansas DeForrest
Josephine McKim
Stephen Gaghan
Jennifer Fox
Georgia Kacandes
Michael Nozik
Alexandre Desplat
Robert Elswit
Estelle Crottaz
Avy Kaufman
Lora Kennedy
Jeffrey Wright
Chris Cooper
Amanda Peet
Alexander Siddig
Diana Scarwid
Kayvan Novak
Amr Waked
Robert Foxworth
Nicolas Cage
Nicky Henson
Nicholas Art
Steven Hinkle
Daisy Tormé
Richard Lintern
Chris Penn
Jocelyn Quivrin
Mazhar Munir
Shahid Ahmed
Bikram Singh Bhamra
Roger Yuan
Laurence Fishburne
Jamey Sheridan
Max Minghella
Michael Higgins
Nadim Sawalha
Akbar Kurtha
Sonnell Dadral
Mark Strong
Badria Timimi
Robert Baer
Doug Claybourne
Stewart Copeland
Barry Malkin
Richard Price
Rose Kaufman
Robert Wiene
Hans Janowitz
Martin Ransohoff
Rudolf Meinert
Stuart H. Pappé
Giuseppe Becce
Scott Rudin
Willy Hameister
John Jay Moore
Werner Krauß
Conrad Veidt
Ken Wahl
John Friedrich
Lil Dagover
Toni Kalem
Hans Heinrich von Twardowski
Alan Rosenberg
Jim Youngs
Tony Ganios
Linda Manz
William Andrews
Erland van Lidth
Val Avery
Dolph Sweet
Burtt Harris
Samm-Art Williams
Dion Albanese
Olympia Dukakis
George Merolle
Terri Perri
Alfredo Antonini
Timothy Brock
Richard Marriott
Peter Schirmann
Rob Reiner
Stephen King
Bruce A. Evans
Raynold Gideon
Andrew Scheinman
Thomas Del Ruth
Robert Leighton
Wil Wheaton
Corey Feldman
Jerry O'Connell
John Cusack
Richard Dreyfuss
Gary Riley
Bradley Gregg
Jason Oliver
Marshall Bell
Bruce Kirby
William Bronder
Scott Beach
P.J. Hogan
Lynda House
Jocelyn Moorhouse
Peter Best
Martin McGrath
Jill Bilcock
Toni Collette
Rachel Griffiths
Sophie Lee
Roz Hammond
David Mackenzie
Jeremy Thomas
Belinda Jarrett
Alexander Trocchi
Pippa Grandison
Jeanie Drynan
Ewan McGregor
Dan Wyllie
Tilda Swinton
Peter Mullan
Jack McElhone
Gabby Millgate
Gennie Nevinson
Matt Day
Therese Bradley
Chris Haywood
Ewan Stewart
Daniel Lapaine
Pauline Turner
Alan Cooke
Rory McCann
Ian Hanmore
Anne Marie Timoney
David Byrne
Giles Nuttgens
Colin Monie
Des Hamilton
Laurence Dorman
Mario Puzo
Marlon Brando
James Caan
Richard S. Castellano
Robert Duvall
Sterling Hayden
Richard Conte
Al Lettieri
Diane Keaton
Abe Vigoda
Talia Shire
Gianni Russo
John Cazale
Gordon Willis
Nino Rota
William Reynolds
Peter Zinner
Andrea Eastman
Howard Beals
Charles Grenzbach
Chris Newman
Richard Portman
John C. Hammell
Pierre Jalbert
Alison Barrett
Paddy Reardon
Allison Anders
Alexandre Rockwell
Guillermo Navarro
Phil Parmet
Andrzej Sekula
Combustible Edison
Gary Frutkoff
Russell Gray
Lance Brown
Elena Maganini
Sammi Davis
Amanda de Cadenet
Valeria Golino
Madonna
Ione Skye
Lili Taylor
Alicia Witt
Tim Roth
Jennifer Beals
Antonio Banderas
Lana McKissack
Patricia Vonne
Tamlyn Tomita
Danny Verduzco
Salma Hayek
Paul Calderon
Kathy Griffin
Marc Lawrence
Marisa Tomei
John Marley
Rudy Bond
Al Martino
Simonetta Stefanelli
Billy Wilder
I. A. L. Diamond
Charles Lang
Marilyn Monroe
Tony Curtis
Jack Lemmon
George Raft
Pat O’Brien
Joe E. Brown
Robert Thoeren
Michael Logan
Doane Harrison
Nehemiah Persoff
Joan Shawlee
Billy Gray
George E. Stone
Barbara Drew
Mona Skager
Lee Strasberg
Michael V. Gazzo
G. D. Spradlin
Richard Bright
Richard Marks
Vic Ramos
Mark Berger
Nathan Boxer
George Brand
David Veloz
Richard Rutowski
Jane Hamsher
Don Murphy
Clayton Townsend
Leonard Cohen
Trent Reznor
Brent Lewis
Victor Kempster
Brian Berdan
Hank Corwin
Risa Bramon Garcia
Billy Hopkins
Scott Martin Gershin
David Kneupper
Juliette Lewis
Tom Sizemore
Rodney Dangerfield
Everett Quinton
Christine Pascal
Pruitt Taylor Vince
Edie McClurg
Russell Means
Lanny Flaherty
Richard Lineback
Kirk Baltz
Terrylene
Maria Pitillo
Josh Richman
Sean Stone
Dale Dye
Evan Handler
Lorraine Farris
Steven Wright
Jim Carrane
Robert Swan
Louis Lombardi
Fred Fuchs
Nicholas Gage
Marina Gefter
Charles Mulvehill
Robert Downey Jr.
Stephen Frears
Nick Hornby
D.V. DeVincentis
Steve Pink
Scott Rosenberg
Arliss Howard
Todd Louiso
Lisa Bonet
Joan Cusack
Chris Rehmann
Ben Carr
Joelle Carter
Merian C. Cooper
Ernest B. Schoedsack
James Ashmore Creelman
Ruth Rose
Fay Wray
Robert Armstrong
Bruce Cabot
Frank Reicher
Sam Hardy
Noble Johnson
David O. Selznick
Max Steiner
Edward Linden
J.O. Taylor
Vernon L. Walker
Kenneth Peach
Ted Cheesman
Carroll Clark
Eddie Harman
Murray Spivack
George Marquenie
Steve Clemente
James Flavin
Rudd Simmons
Eli Wallach
Joe Mantegna
George Hamilton
Raf Vallone
Franc D'Ambrosio
Natasha Gregson Wagner
Shannon Stillo
Drake Bell
Laura Whyte
Lisa Fruchtman
Jane Jenkins
Roger Mussenden
Andy Aaron
Mark Adler
Francesca De Sapio
Oreste Baldini
Gastone Moschin
Sara Gilbert
Margaret Travolta
Bruce Springsteen
Seamus McGarvey
David Chapman
Thérèse DePrez
Chris Weitz
Paul Weitz
Peter Hedges
Hugh Grant
Nicholas Hoult
Rachel Weisz
Sharon Small
Madison Cook
Jordan Cook
Nicholas Hutchison
Ryan Speechley
Joseph Speechley
Natalia Tena
Isabel Brook
Orlando Thor Newman
Russell Barr
Brad Epstein
Jane Rosenthal
Denise Stephenson
Peter Roy
Rosalind Knight
Augustus Prew
Nick Moore
Priscilla John
Badly Drawn Boy
Victoria Smurfit
Takeshi Kitano
Giuseppe Sillato
Lionel White
Jim Thompson
Coleen Gray
Vince Edwards
Jay C. Flippen
Elisha Cook Jr.
Marie Windsor
Joe Sawyer
James Edwards
Jay Adler
Kola Kwariani
Tito Vuolo
Dorothy Adams
James Griffith
Art Gilmore
James B. Harris
Gerald Fried
Lucien Ballard
Betty Steinberg
Daphne du Maurier
Philip MacDonald
W. Donn Hayes
George Barnes
Jack Cosgrove
Lyle R. Wheeler
Laurence Olivier
Joan Fontaine
George Sanders
Judith Anderson
Nigel Bruce
Reginald Denny
Gladys Cooper
Florence Bates
Leonard Carey
Lumsden Hare
Edward Fielding
Forrester Harvey
Philip Winter
Arthur Johns
Jack Noyes
Walter Scharf
Hal Kanter
Harry Tugend
Jimmy Cannon
Bette Davis
Glenn Ford
Hope Lange
Thomas Mitchell
Peter Mann
Robert E. Sherwood
Joseph B. Platt
James L. Brooks
Michael J. Leeson
Warren Adler
Kathleen Turner
Michael Douglas
David Newman
Lynzee Klingman
Lasse Spang Olsen
Steen Herdel
Dejan Čukić
Kim Bodnia
Brian Patterson
Tomas Villum Jensen
Line Kruse
George Keller
Benni Christiansen
Søren Sætter-Lassen
Lester Wiese
Lasse Lunderskov
Preben Harris
Slavko Labović
Martin Spang Olsen
Victor Rendina
Tony Giorgio
Jerry Zucker
Demi Moore
Tony Goldwyn
Vincent Schiavelli
Vivian Bonnell
Armelia McQueen
Gail Boggs
Angelina Estrada
Augie Blunt
Derek Thompson
Lisa Weinstein
Howard W. Koch
Jane Musky
Clayton Collins
Bruce Joel Rubin
Rick Aviles
Phil Leeds
Alma Beltran
Kan Shimosawa
Keiichi Suzuki
Mickey Shaughnessy
Jimmy Van Heusen
Frank P. Keller
Joseph Sistrom
Mel Stuart
Stan Margulies
David L. Wolper
Arthur Ibbetson
David Saxon
Helen Colvig
Logan Frazee
Pia Arnold
Renate Neuchl
Gene Wilder
Jack Albertson
Peter Ostrum
Roy Kinnear
Julie Dawn Cole
Leonard Stone
Denise Nickerson
Nora Denney
Paris Themmen
Ursula Reit
Diana Sowle
Aubrey Woods
David Battley
Peter Capell
Pat Coombs
Karsten Ullrich
Blanca Portillo
Yohana Cobo
Chus Lampreave
Antonio de la Torre
Willis H. O'Brien
Edgar Wallace
Archie Marshek
Walter Daniels
Alfred Herman
Naomi Watts
Adrien Brody
Thomas Kretschmann
Colin Hanks
Evan Parke
Lobo Chan
John Sumner
Craig Hall
Kyle Chandler
Bill Johnson
David Long
Mel Wesson
Daniel Hubbard
Terry Ryan
Brent Burge
David Farmer
Jan Blenkin
Carolynne Cunningham
Claude Jade
Delphine Seyrig
Daniel Ceccaldi
Claire Duhamel
Harry-Max
André Falcon
Catherine Lutz
Martine Ferrière
Serge Rousseau
Paul Pavel
François Darbon
Léon Elkenbaum
Madeleine Parard
France Monteil
Carole Noe
Roger Trapp
Marcel Berbert
Denys Clerval
Agnès Guillemot
Claude Pignot
René Levert
Antoine Duhamel
Léo Chauliac
Claude de Givray
Bernard Revon
Albert Simono
Christine Pellé
Georges Delerue
Marie-France Pisier
Rosy Varte
Jean-François Adam
Pierre Roustang
Raoul Coutard
David Pittu
Barney Clark
Jamie Foreman
Harry Eden
Edward Hardwicke
Leanne Rowe
Ian McNeice
Timothy Bateson
Andy Linden
Teresa Churcher
Jake Curran
Turbo
Lewis Chase
Levi Hayes
Jeremy Swift
Roman Polanski
Charles Dickens
Ronald Harwood
Robert Benmussa
Alain Sarde
Paweł Edelman
Rachel Portman
Allan Starski
Hervé de Luze
Gillian Hanna
Chris Overton
Michael Heath
Patrick Godfrey
Néstor Almendros
Jean Mandaroux
Jacques Maumont
Hiroko Berghauer
Daniel Boulanger
Silvana Blasi
Barbara Laage
Claude Véga
Danièle Girard
Marie Irakane
Philippe Léotard
Jean Aurel
Suzanne Schiffman
Laurent Voulzy
Martine Barraqué
Jean-Pierre Kohut-Svelko
Monique Dury
Michel Laurent
Dani
Dorothée
